MASK-ch,f_c[kHz],f_b[kHz], masked
821,1915.750 ,1918.063 ,0
822,1918.063 ,1920.375 ,0
823,1920.375 ,1922.688 ,0
824,1922.688 ,1925.000 ,0
825,1925.000 ,1927.313 ,0
826,1927.313 ,1929.625 ,1
827,1929.625 ,1931.938 ,0
828,1931.938 ,1934.250 ,0
829,1934.250 ,1936.563 ,0
830,1936.563 ,1938.875 ,0
831,1938.875 ,1941.188 ,0
832,1941.188 ,1943.500 ,0
833,1943.500 ,1945.813 ,0
834,1945.813 ,1948.125 ,0
835,1948.125 ,1950.438 ,0
836,1950.438 ,1952.750 ,0
837,1952.750 ,1955.063 ,0
838,1955.063 ,1957.375 ,0
839,1957.375 ,1959.688 ,0
840,1959.688 ,1962.000 ,0
841,1962.000 ,1964.313 ,0
842,1964.313 ,1966.625 ,0
843,1966.625 ,1968.938 ,0
844,1968.938 ,1971.250 ,0
845,1971.250 ,1973.563 ,0
846,1973.563 ,1975.875 ,0
847,1975.875 ,1978.188 ,0
848,1978.188 ,1980.500 ,0
849,1980.500 ,1982.813 ,0
850,1982.813 ,1985.125 ,0
851,1985.125 ,1987.438 ,0
852,1987.438 ,1989.750 ,0
853,1989.750 ,1992.063 ,1
854,1992.063 ,1994.375 ,1
855,1994.375 ,1996.688 ,1
856,1996.688 ,1999.000 ,1
857,1999.000 ,2001.313 ,1
858,2001.313 ,2003.625 ,1
859,2003.625 ,2005.938 ,1
860,2005.938 ,2008.250 ,1
861,2008.250 ,2010.563 ,0
862,2010.563 ,2012.875 ,0
863,2012.875 ,2015.188 ,0
864,2015.188 ,2017.500 ,0
865,2017.500 ,2019.813 ,0
866,2019.813 ,2022.125 ,0
867,2022.125 ,2024.438 ,0
868,2024.438 ,2026.750 ,0
869,2026.750 ,2029.063 ,0
870,2029.063 ,2031.375 ,0
871,2031.375 ,2033.688 ,0
872,2033.688 ,2036.000 ,0
873,2036.000 ,2038.313 ,0
874,2038.313 ,2040.625 ,0
875,2040.625 ,2042.938 ,0
876,2042.938 ,2045.250 ,0
877,2045.250 ,2047.563 ,0
878,2047.563 ,2049.875 ,0
879,2049.875 ,2052.188 ,0
880,2052.188 ,2054.500 ,0
881,2054.500 ,2056.813 ,0
882,2056.813 ,2059.125 ,0
883,2059.125 ,2061.438 ,0
884,2061.438 ,2063.750 ,0
885,2063.750 ,2066.063 ,0
886,2066.063 ,2068.375 ,0
887,2068.375 ,2070.688 ,0
888,2070.688 ,2073.000 ,0
889,2073.000 ,2075.313 ,0
890,2075.313 ,2077.625 ,0
891,2077.625 ,2079.938 ,0
892,2079.938 ,2082.250 ,0
893,2082.250 ,2084.563 ,0
894,2084.563 ,2086.875 ,0
895,2086.875 ,2089.188 ,0
896,2089.188 ,2091.500 ,0
897,2091.500 ,2093.813 ,1
898,2093.813 ,2096.125 ,0
899,2096.125 ,2098.438 ,0
900,2098.438 ,2100.750 ,0
901,2100.750 ,2103.063 ,0
902,2103.063 ,2105.375 ,0
903,2105.375 ,2107.688 ,0
904,2107.688 ,2110.000 ,0
905,2110.000 ,2112.313 ,0
906,2112.313 ,2114.625 ,0
907,2114.625 ,2116.938 ,0
908,2116.938 ,2119.250 ,0
909,2119.250 ,2121.563 ,0
910,2121.563 ,2123.875 ,0
911,2123.875 ,2126.188 ,0
912,2126.188 ,2128.500 ,0
913,2128.500 ,2130.813 ,0
914,2130.813 ,2133.125 ,0
915,2133.125 ,2135.438 ,0
916,2135.438 ,2137.750 ,0
917,2137.750 ,2140.063 ,0
918,2140.063 ,2142.375 ,0
919,2142.375 ,2144.688 ,0
920,2144.688 ,2147.000 ,0
921,2147.000 ,2149.313 ,0
922,2149.313 ,2151.625 ,0
923,2151.625 ,2153.938 ,0
924,2153.938 ,2156.250 ,0
925,2156.250 ,2158.563 ,0
926,2158.563 ,2160.875 ,0
927,2160.875 ,2163.188 ,0
928,2163.188 ,2165.500 ,0
929,2165.500 ,2167.813 ,0
930,2167.813 ,2170.125 ,0
931,2170.125 ,2172.438 ,0
932,2172.438 ,2174.750 ,0
933,2174.750 ,2177.063 ,0
934,2177.063 ,2179.375 ,0
935,2179.375 ,2181.688 ,0
936,2181.688 ,2184.000 ,0
937,2184.000 ,2186.313 ,1
938,2186.313 ,2188.625 ,1
939,2188.625 ,2190.938 ,1
940,2190.938 ,2193.250 ,1
941,2193.250 ,2195.563 ,1
942,2195.563 ,2197.875 ,0
943,2197.875 ,2200.188 ,1
944,2200.188 ,2202.500 ,1
945,2202.500 ,2204.813 ,1
946,2204.813 ,2207.125 ,0
947,2207.125 ,2209.438 ,0
948,2209.438 ,2211.750 ,0
949,2211.750 ,2214.063 ,0
950,2214.063 ,2216.375 ,0
951,2216.375 ,2218.688 ,0
952,2218.688 ,2221.000 ,0
953,2221.000 ,2223.313 ,0
954,2223.313 ,2225.625 ,0
955,2225.625 ,2227.938 ,0
956,2227.938 ,2230.250 ,0
957,2230.250 ,2232.563 ,0
958,2232.563 ,2234.875 ,0
959,2234.875 ,2237.188 ,0
960,2237.188 ,2239.500 ,0
961,2239.500 ,2241.813 ,0
962,2241.813 ,2244.125 ,0
963,2244.125 ,2246.438 ,0
964,2246.438 ,2248.750 ,0
965,2248.750 ,2251.063 ,0
966,2251.063 ,2253.375 ,1
967,2253.375 ,2255.688 ,0
968,2255.688 ,2258.000 ,0
969,2258.000 ,2260.313 ,0
970,2260.313 ,2262.625 ,0
971,2262.625 ,2264.938 ,0
972,2264.938 ,2267.250 ,0
973,2267.250 ,2269.563 ,0
974,2269.563 ,2271.875 ,0
975,2271.875 ,2274.188 ,0
976,2274.188 ,2276.500 ,0
977,2276.500 ,2278.813 ,0
978,2278.813 ,2281.125 ,0
979,2281.125 ,2283.438 ,0
980,2283.438 ,2285.750 ,0
981,2285.750 ,2288.063 ,1
982,2288.063 ,2290.375 ,0
983,2290.375 ,2292.688 ,0
984,2292.688 ,2295.000 ,0
985,2295.000 ,2297.313 ,0
986,2297.313 ,2299.625 ,0
987,2299.625 ,2301.938 ,0
988,2301.938 ,2304.250 ,0
989,2304.250 ,2306.563 ,0
990,2306.563 ,2308.875 ,0
991,2308.875 ,2311.188 ,0
992,2311.188 ,2313.500 ,0
993,2313.500 ,2315.813 ,0
994,2315.813 ,2318.125 ,0
995,2318.125 ,2320.438 ,0
996,2320.438 ,2322.750 ,0
997,2322.750 ,2325.063 ,0
998,2325.063 ,2327.375 ,0
999,2327.375 ,2329.688 ,0
1000,2329.688 ,2332.000 ,0
1001,2332.000 ,2334.313 ,0
1002,2334.313 ,2336.625 ,0
1003,2336.625 ,2338.938 ,0
1004,2338.938 ,2341.250 ,0
1005,2341.250 ,2343.563 ,0
1006,2343.563 ,2345.875 ,0
1007,2345.875 ,2348.188 ,0
1008,2348.188 ,2350.500 ,0
1009,2350.500 ,2352.813 ,0
1010,2352.813 ,2355.125 ,0
1011,2355.125 ,2357.438 ,0
1012,2357.438 ,2359.750 ,0
1013,2359.750 ,2362.063 ,0
1014,2362.063 ,2364.375 ,0
1015,2364.375 ,2366.688 ,0
1016,2366.688 ,2369.000 ,0
1017,2369.000 ,2371.313 ,0
1018,2371.313 ,2373.625 ,0
1019,2373.625 ,2375.938 ,0
1020,2375.938 ,2378.250 ,0
1021,2378.250 ,2380.563 ,0
1022,2380.563 ,2382.875 ,0
1023,2382.875 ,2385.188 ,0
1024,2385.188 ,2387.500 ,0
1025,2387.500 ,2389.813 ,1
1026,2389.813 ,2392.125 ,1
1027,2392.125 ,2394.438 ,0
1028,2394.438 ,2396.750 ,0
1029,2396.750 ,2399.063 ,1
1030,2399.063 ,2401.375 ,1
1031,2401.375 ,2403.688 ,1
1032,2403.688 ,2406.000 ,1
1033,2406.000 ,2408.313 ,0
1034,2408.313 ,2410.625 ,0
1035,2410.625 ,2412.938 ,0
1036,2412.938 ,2415.250 ,0
1037,2415.250 ,2417.563 ,0
1038,2417.563 ,2419.875 ,0
1039,2419.875 ,2422.188 ,0
1040,2422.188 ,2424.500 ,0
1041,2424.500 ,2426.813 ,0
1042,2426.813 ,2429.125 ,0
1043,2429.125 ,2431.438 ,0
1044,2431.438 ,2433.750 ,0
1045,2433.750 ,2436.063 ,0
1046,2436.063 ,2438.375 ,0
1047,2438.375 ,2440.688 ,0
1048,2440.688 ,2443.000 ,0
1049,2443.000 ,2445.313 ,0
1050,2445.313 ,2447.625 ,0
1051,2447.625 ,2449.938 ,0
1052,2449.938 ,2452.250 ,0
1053,2452.250 ,2454.563 ,1
1054,2454.563 ,2456.875 ,0
1055,2456.875 ,2459.188 ,0
1056,2459.188 ,2461.500 ,0
1057,2461.500 ,2463.813 ,0
1058,2463.813 ,2466.125 ,0
1059,2466.125 ,2468.438 ,0
1060,2468.438 ,2470.750 ,0
1061,2470.750 ,2473.063 ,1
1062,2473.063 ,2475.375 ,0
1063,2475.375 ,2477.688 ,0
1064,2477.688 ,2480.000 ,0
1065,2480.000 ,2482.313 ,0
1066,2482.313 ,2484.625 ,0
1067,2484.625 ,2486.938 ,0
1068,2486.938 ,2489.250 ,0
1069,2489.250 ,2491.563 ,0
1070,2491.563 ,2493.875 ,0
1071,2493.875 ,2496.188 ,0
1072,2496.188 ,2498.500 ,0
1073,2498.500 ,2500.813 ,1
1074,2500.813 ,2503.125 ,1
1075,2503.125 ,2505.438 ,1
1076,2505.438 ,2507.750 ,0
1077,2507.750 ,2510.063 ,0
1078,2510.063 ,2512.375 ,0
1079,2512.375 ,2514.688 ,0
1080,2514.688 ,2517.000 ,0
1081,2517.000 ,2519.313 ,0
1082,2519.313 ,2521.625 ,0
1083,2521.625 ,2523.938 ,0
1084,2523.938 ,2526.250 ,1
1085,2526.250 ,2528.563 ,1
1086,2528.563 ,2530.875 ,1
1087,2530.875 ,2533.188 ,0
1088,2533.188 ,2535.500 ,0
1089,2535.500 ,2537.813 ,0
1090,2537.813 ,2540.125 ,0
1091,2540.125 ,2542.438 ,0
1092,2542.438 ,2544.750 ,0
1093,2544.750 ,2547.063 ,0
1094,2547.063 ,2549.375 ,0
1095,2549.375 ,2551.688 ,1
1096,2551.688 ,2554.000 ,0
1097,2554.000 ,2556.313 ,0
1098,2556.313 ,2558.625 ,0
1099,2558.625 ,2560.938 ,0
1100,2560.938 ,2563.250 ,0
1101,2563.250 ,2565.563 ,0
1102,2565.563 ,2567.875 ,0
1103,2567.875 ,2570.188 ,0
1104,2570.188 ,2572.500 ,0
1105,2572.500 ,2574.813 ,0
1106,2574.813 ,2577.125 ,0
1107,2577.125 ,2579.438 ,0
1108,2579.438 ,2581.750 ,0
1109,2581.750 ,2584.063 ,0
1110,2584.063 ,2586.375 ,0
1111,2586.375 ,2588.688 ,1
1112,2588.688 ,2591.000 ,1
1113,2591.000 ,2593.313 ,1
1114,2593.313 ,2595.625 ,0
1115,2595.625 ,2597.938 ,1
1116,2597.938 ,2600.250 ,1
1117,2600.250 ,2602.563 ,1
1118,2602.563 ,2604.875 ,1
1119,2604.875 ,2607.188 ,0
1120,2607.188 ,2609.500 ,0
1121,2609.500 ,2611.813 ,0
1122,2611.813 ,2614.125 ,0
1123,2614.125 ,2616.438 ,0
1124,2616.438 ,2618.750 ,0
1125,2618.750 ,2621.063 ,0
1126,2621.063 ,2623.375 ,0
1127,2623.375 ,2625.688 ,0
1128,2625.688 ,2628.000 ,0
1129,2628.000 ,2630.313 ,0
1130,2630.313 ,2632.625 ,1
1131,2632.625 ,2634.938 ,0
1132,2634.938 ,2637.250 ,0
1133,2637.250 ,2639.563 ,0
1134,2639.563 ,2641.875 ,0
1135,2641.875 ,2644.188 ,0
1136,2644.188 ,2646.500 ,0
1137,2646.500 ,2648.813 ,0
1138,2648.813 ,2651.125 ,0
1139,2651.125 ,2653.438 ,1
1140,2653.438 ,2655.750 ,1
1141,2655.750 ,2658.063 ,0
1142,2658.063 ,2660.375 ,0
1143,2660.375 ,2662.688 ,0
1144,2662.688 ,2665.000 ,0
1145,2665.000 ,2667.313 ,0
1146,2667.313 ,2669.625 ,0
1147,2669.625 ,2671.938 ,0
1148,2671.938 ,2674.250 ,0
1149,2674.250 ,2676.563 ,0
1150,2676.563 ,2678.875 ,0
1151,2678.875 ,2681.188 ,0
1152,2681.188 ,2683.500 ,0
1153,2683.500 ,2685.813 ,0
1154,2685.813 ,2688.125 ,0
1155,2688.125 ,2690.438 ,0
1156,2690.438 ,2692.750 ,0
1157,2692.750 ,2695.063 ,0
1158,2695.063 ,2697.375 ,0
1159,2697.375 ,2699.688 ,0
1160,2699.688 ,2702.000 ,1
1161,2702.000 ,2704.313 ,1
1162,2704.313 ,2706.625 ,0
1163,2706.625 ,2708.938 ,0
1164,2708.938 ,2711.250 ,0
1165,2711.250 ,2713.563 ,0
1166,2713.563 ,2715.875 ,0
1167,2715.875 ,2718.188 ,0
1168,2718.188 ,2720.500 ,0
1169,2720.500 ,2722.813 ,0
1170,2722.813 ,2725.125 ,0
1171,2725.125 ,2727.438 ,0
1172,2727.438 ,2729.750 ,1
1173,2729.750 ,2732.063 ,0
1174,2732.063 ,2734.375 ,0
1175,2734.375 ,2736.688 ,0
1176,2736.688 ,2739.000 ,0
1177,2739.000 ,2741.313 ,0
1178,2741.313 ,2743.625 ,0
1179,2743.625 ,2745.938 ,0
1180,2745.938 ,2748.250 ,0
1181,2748.250 ,2750.563 ,0
1182,2750.563 ,2752.875 ,1
1183,2752.875 ,2755.188 ,0
1184,2755.188 ,2757.500 ,0
1185,2757.500 ,2759.813 ,0
1186,2759.813 ,2762.125 ,0
1187,2762.125 ,2764.438 ,0
1188,2764.438 ,2766.750 ,0
1189,2766.750 ,2769.063 ,0
1190,2769.063 ,2771.375 ,0
1191,2771.375 ,2773.688 ,0
1192,2773.688 ,2776.000 ,0
1193,2776.000 ,2778.313 ,0
1194,2778.313 ,2780.625 ,0
1195,2780.625 ,2782.938 ,0
1196,2782.938 ,2785.250 ,0
1197,2785.250 ,2787.563 ,1
1198,2787.563 ,2789.875 ,1
1199,2789.875 ,2792.188 ,1
1200,2792.188 ,2794.500 ,0
1201,2794.500 ,2796.813 ,1
1202,2796.813 ,2799.125 ,1
1203,2799.125 ,2801.438 ,1
1204,2801.438 ,2803.750 ,1
1205,2803.750 ,2806.063 ,1
1206,2806.063 ,2808.375 ,1
1207,2808.375 ,2810.688 ,0
1208,2810.688 ,2813.000 ,0
1209,2813.000 ,2815.313 ,0
1210,2815.313 ,2817.625 ,0
1211,2817.625 ,2819.938 ,0
1212,2819.938 ,2822.250 ,0
1213,2822.250 ,2824.563 ,0
1214,2824.563 ,2826.875 ,0
1215,2826.875 ,2829.188 ,0
1216,2829.188 ,2831.500 ,0
1217,2831.500 ,2833.813 ,0
1218,2833.813 ,2836.125 ,0
1219,2836.125 ,2838.438 ,0
1220,2838.438 ,2840.750 ,0
1221,2840.750 ,2843.063 ,0
1222,2843.063 ,2845.375 ,0
1223,2845.375 ,2847.688 ,0
1224,2847.688 ,2850.000 ,0
1225,2850.000 ,2852.313 ,1
1226,2852.313 ,2854.625 ,0
1227,2854.625 ,2856.938 ,0
1228,2856.938 ,2859.250 ,0
1229,2859.250 ,2861.563 ,0
1230,2861.563 ,2863.875 ,0
1231,2863.875 ,2866.188 ,0
1232,2866.188 ,2868.500 ,0
1233,2868.500 ,2870.813 ,0
1234,2870.813 ,2873.125 ,1
1235,2873.125 ,2875.438 ,1
1236,2875.438 ,2877.750 ,1
1237,2877.750 ,2880.063 ,0
1238,2880.063 ,2882.375 ,0
1239,2882.375 ,2884.688 ,0
1240,2884.688 ,2887.000 ,0
1241,2887.000 ,2889.313 ,0
1242,2889.313 ,2891.625 ,0
1243,2891.625 ,2893.938 ,0
1244,2893.938 ,2896.250 ,0
1245,2896.250 ,2898.563 ,0
1246,2898.563 ,2900.875 ,1
1247,2900.875 ,2903.188 ,1
1248,2903.188 ,2905.500 ,0
1249,2905.500 ,2907.813 ,0
1250,2907.813 ,2910.125 ,0
1251,2910.125 ,2912.438 ,0
1252,2912.438 ,2914.750 ,0
1253,2914.750 ,2917.063 ,0
1254,2917.063 ,2919.375 ,0
1255,2919.375 ,2921.688 ,0
1256,2921.688 ,2924.000 ,0
1257,2924.000 ,2926.313 ,0
1258,2926.313 ,2928.625 ,1
1259,2928.625 ,2930.938 ,1
1260,2930.938 ,2933.250 ,0
1261,2933.250 ,2935.563 ,0
1262,2935.563 ,2937.875 ,0
1263,2937.875 ,2940.188 ,0
1264,2940.188 ,2942.500 ,0
1265,2942.500 ,2944.813 ,0
1266,2944.813 ,2947.125 ,1
1267,2947.125 ,2949.438 ,1
1268,2949.438 ,2951.750 ,1
1269,2951.750 ,2954.063 ,0
1270,2954.063 ,2956.375 ,0
1271,2956.375 ,2958.688 ,0
1272,2958.688 ,2961.000 ,0
1273,2961.000 ,2963.313 ,0
1274,2963.313 ,2965.625 ,0
1275,2965.625 ,2967.938 ,0
1276,2967.938 ,2970.250 ,0
1277,2970.250 ,2972.563 ,0
1278,2972.563 ,2974.875 ,0
1279,2974.875 ,2977.188 ,0
1280,2977.188 ,2979.500 ,0
1281,2979.500 ,2981.813 ,0
1282,2981.813 ,2984.125 ,0
1283,2984.125 ,2986.438 ,1
1284,2986.438 ,2988.750 ,1
1285,2988.750 ,2991.063 ,1
1286,2991.063 ,2993.375 ,0
1287,2993.375 ,2995.688 ,1
1288,2995.688 ,2998.000 ,1
1289,2998.000 ,3000.313 ,1
1290,3000.313 ,3002.625 ,1
1291,3002.625 ,3004.938 ,1
1292,3004.938 ,3007.250 ,1
1293,3007.250 ,3009.563 ,0
1294,3009.563 ,3011.875 ,0
1295,3011.875 ,3014.188 ,0
1296,3014.188 ,3016.500 ,0
1297,3016.500 ,3018.813 ,0
1298,3018.813 ,3021.125 ,0
1299,3021.125 ,3023.438 ,0
1300,3023.438 ,3025.750 ,0
1301,3025.750 ,3028.063 ,0
1302,3028.063 ,3030.375 ,0
1303,3030.375 ,3032.688 ,0
1304,3032.688 ,3035.000 ,0
1305,3035.000 ,3037.313 ,0
1306,3037.313 ,3039.625 ,0
1307,3039.625 ,3041.938 ,0
1308,3041.938 ,3044.250 ,0
1309,3044.250 ,3046.563 ,0
1310,3046.563 ,3048.875 ,0
1311,3048.875 ,3051.188 ,0
1312,3051.188 ,3053.500 ,1
1313,3053.500 ,3055.813 ,0
1314,3055.813 ,3058.125 ,0
1315,3058.125 ,3060.438 ,0
1316,3060.438 ,3062.750 ,1
1317,3062.750 ,3065.063 ,1
1318,3065.063 ,3067.375 ,0
1319,3067.375 ,3069.688 ,0
1320,3069.688 ,3072.000 ,0
1321,3072.000 ,3074.313 ,0
1322,3074.313 ,3076.625 ,1
1323,3076.625 ,3078.938 ,0
1324,3078.938 ,3081.250 ,0
1325,3081.250 ,3083.563 ,0
1326,3083.563 ,3085.875 ,0
1327,3085.875 ,3088.188 ,0
1328,3088.188 ,3090.500 ,0
1329,3090.500 ,3092.813 ,0
1330,3092.813 ,3095.125 ,0
1331,3095.125 ,3097.438 ,0
1332,3097.438 ,3099.750 ,1
1333,3099.750 ,3102.063 ,1
1334,3102.063 ,3104.375 ,1
1335,3104.375 ,3106.688 ,0
1336,3106.688 ,3109.000 ,0
1337,3109.000 ,3111.313 ,0
1338,3111.313 ,3113.625 ,0
1339,3113.625 ,3115.938 ,0
1340,3115.938 ,3118.250 ,0
1341,3118.250 ,3120.563 ,0
1342,3120.563 ,3122.875 ,0
1343,3122.875 ,3125.188 ,0
1344,3125.188 ,3127.500 ,0
1345,3127.500 ,3129.813 ,0
1346,3129.813 ,3132.125 ,0
1347,3132.125 ,3134.438 ,0
1348,3134.438 ,3136.750 ,0
1349,3136.750 ,3139.063 ,0
1350,3139.063 ,3141.375 ,0
1351,3141.375 ,3143.688 ,0
1352,3143.688 ,3146.000 ,0
1353,3146.000 ,3148.313 ,1
1354,3148.313 ,3150.625 ,1
1355,3150.625 ,3152.938 ,1
1356,3152.938 ,3155.250 ,0
1357,3155.250 ,3157.563 ,0
1358,3157.563 ,3159.875 ,0
1359,3159.875 ,3162.188 ,0
1360,3162.188 ,3164.500 ,0
1361,3164.500 ,3166.813 ,0
1362,3166.813 ,3169.125 ,0
1363,3169.125 ,3171.438 ,0
1364,3171.438 ,3173.750 ,0
1365,3173.750 ,3176.063 ,0
1366,3176.063 ,3178.375 ,0
1367,3178.375 ,3180.688 ,0
1368,3180.688 ,3183.000 ,0
1369,3183.000 ,3185.313 ,1
1370,3185.313 ,3187.625 ,1
1371,3187.625 ,3189.938 ,1
1372,3189.938 ,3192.250 ,1
1373,3192.250 ,3194.563 ,0
1374,3194.563 ,3196.875 ,1
1375,3196.875 ,3199.188 ,1
1376,3199.188 ,3201.500 ,1
1377,3201.500 ,3203.813 ,1
1378,3203.813 ,3206.125 ,1
1379,3206.125 ,3208.438 ,1
1380,3208.438 ,3210.750 ,0
1381,3210.750 ,3213.063 ,0
1382,3213.063 ,3215.375 ,0
1383,3215.375 ,3217.688 ,0
1384,3217.688 ,3220.000 ,0
1385,3220.000 ,3222.313 ,0
1386,3222.313 ,3224.625 ,0
1387,3224.625 ,3226.938 ,0
1388,3226.938 ,3229.250 ,0
1389,3229.250 ,3231.563 ,0
1390,3231.563 ,3233.875 ,0
1391,3233.875 ,3236.188 ,0
1392,3236.188 ,3238.500 ,0
1393,3238.500 ,3240.813 ,0
1394,3240.813 ,3243.125 ,0
1395,3243.125 ,3245.438 ,0
1396,3245.438 ,3247.750 ,0
1397,3247.750 ,3250.063 ,0
1398,3250.063 ,3252.375 ,1
1399,3252.375 ,3254.688 ,1
1400,3254.688 ,3257.000 ,1
1401,3257.000 ,3259.313 ,0
1402,3259.313 ,3261.625 ,0
1403,3261.625 ,3263.938 ,0
1404,3263.938 ,3266.250 ,0
1405,3266.250 ,3268.563 ,0
1406,3268.563 ,3270.875 ,0
1407,3270.875 ,3273.188 ,1
1408,3273.188 ,3275.500 ,1
1409,3275.500 ,3277.813 ,1
1410,3277.813 ,3280.125 ,0
1411,3280.125 ,3282.438 ,0
1412,3282.438 ,3284.750 ,0
1413,3284.750 ,3287.063 ,0
1414,3287.063 ,3289.375 ,0
1415,3289.375 ,3291.688 ,0
1416,3291.688 ,3294.000 ,0
1417,3294.000 ,3296.313 ,0
1418,3296.313 ,3298.625 ,0
1419,3298.625 ,3300.938 ,1
1420,3300.938 ,3303.250 ,1
1421,3303.250 ,3305.563 ,1
1422,3305.563 ,3307.875 ,0
1423,3307.875 ,3310.188 ,0
1424,3310.188 ,3312.500 ,0
1425,3312.500 ,3314.813 ,0
1426,3314.813 ,3317.125 ,0
1427,3317.125 ,3319.438 ,0
1428,3319.438 ,3321.750 ,0
1429,3321.750 ,3324.063 ,0
1430,3324.063 ,3326.375 ,1
1431,3326.375 ,3328.688 ,1
1432,3328.688 ,3331.000 ,1
1433,3331.000 ,3333.313 ,0
1434,3333.313 ,3335.625 ,0
1435,3335.625 ,3337.938 ,0
1436,3337.938 ,3340.250 ,0
1437,3340.250 ,3342.563 ,0
1438,3342.563 ,3344.875 ,0
1439,3344.875 ,3347.188 ,0
1440,3347.188 ,3349.500 ,1
1441,3349.500 ,3351.813 ,1
1442,3351.813 ,3354.125 ,1
1443,3354.125 ,3356.438 ,0
1444,3356.438 ,3358.750 ,0
1445,3358.750 ,3361.063 ,0
1446,3361.063 ,3363.375 ,0
1447,3363.375 ,3365.688 ,0
1448,3365.688 ,3368.000 ,0
1449,3368.000 ,3370.313 ,0
1450,3370.313 ,3372.625 ,0
1451,3372.625 ,3374.938 ,0
1452,3374.938 ,3377.250 ,0
1453,3377.250 ,3379.563 ,0
1454,3379.563 ,3381.875 ,0
1455,3381.875 ,3384.188 ,1
1456,3384.188 ,3386.500 ,1
1457,3386.500 ,3388.813 ,1
1458,3388.813 ,3391.125 ,1
1459,3391.125 ,3393.438 ,0
1460,3393.438 ,3395.750 ,0
1461,3395.750 ,3398.063 ,1
1462,3398.063 ,3400.375 ,1
1463,3400.375 ,3402.688 ,1
1464,3402.688 ,3405.000 ,1
1465,3405.000 ,3407.313 ,1
1466,3407.313 ,3409.625 ,0
1467,3409.625 ,3411.938 ,0
1468,3411.938 ,3414.250 ,0
1469,3414.250 ,3416.563 ,0
1470,3416.563 ,3418.875 ,0
1471,3418.875 ,3421.188 ,0
1472,3421.188 ,3423.500 ,0
1473,3423.500 ,3425.813 ,1
1474,3425.813 ,3428.125 ,1
1475,3428.125 ,3430.438 ,0
1476,3430.438 ,3432.750 ,0
1477,3432.750 ,3435.063 ,0
1478,3435.063 ,3437.375 ,0
1479,3437.375 ,3439.688 ,0
1480,3439.688 ,3442.000 ,0
1481,3442.000 ,3444.313 ,0
1482,3444.313 ,3446.625 ,0
1483,3446.625 ,3448.938 ,1
1484,3448.938 ,3451.250 ,1
1485,3451.250 ,3453.563 ,1
1486,3453.563 ,3455.875 ,1
1487,3455.875 ,3458.188 ,0
1488,3458.188 ,3460.500 ,1
1489,3460.500 ,3462.813 ,0
1490,3462.813 ,3465.125 ,1
1491,3465.125 ,3467.438 ,0
1492,3467.438 ,3469.750 ,0
1493,3469.750 ,3472.063 ,0
1494,3472.063 ,3474.375 ,1
1495,3474.375 ,3476.688 ,0
1496,3476.688 ,3479.000 ,0
1497,3479.000 ,3481.313 ,1
1498,3481.313 ,3483.625 ,0
1499,3483.625 ,3485.938 ,0
1500,3485.938 ,3488.250 ,0
1501,3488.250 ,3490.563 ,0
1502,3490.563 ,3492.875 ,0
1503,3492.875 ,3495.188 ,0
1504,3495.188 ,3497.500 ,1
1505,3497.500 ,3499.813 ,1
1506,3499.813 ,3502.125 ,1
1507,3502.125 ,3504.438 ,1
1508,3504.438 ,3506.750 ,0
1509,3506.750 ,3509.063 ,0
1510,3509.063 ,3511.375 ,0
1511,3511.375 ,3513.688 ,0
1512,3513.688 ,3516.000 ,0
1513,3516.000 ,3518.313 ,0
1514,3518.313 ,3520.625 ,0
1515,3520.625 ,3522.938 ,1
1516,3522.938 ,3525.250 ,0
1517,3525.250 ,3527.563 ,1
1518,3527.563 ,3529.875 ,1
1519,3529.875 ,3532.188 ,1
1520,3532.188 ,3534.500 ,0
1521,3534.500 ,3536.813 ,0
1522,3536.813 ,3539.125 ,0
1523,3539.125 ,3541.438 ,0
1524,3541.438 ,3543.750 ,0
1525,3543.750 ,3546.063 ,0
1526,3546.063 ,3548.375 ,1
1527,3548.375 ,3550.688 ,1
1528,3550.688 ,3553.000 ,1
1529,3553.000 ,3555.313 ,1
1530,3555.313 ,3557.625 ,0
1531,3557.625 ,3559.938 ,0
1532,3559.938 ,3562.250 ,1
1533,3562.250 ,3564.563 ,0
1534,3564.563 ,3566.875 ,0
1535,3566.875 ,3569.188 ,0
1536,3569.188 ,3571.500 ,0
1537,3571.500 ,3573.813 ,0
1538,3573.813 ,3576.125 ,0
1539,3576.125 ,3578.438 ,0
1540,3578.438 ,3580.750 ,0
1541,3580.750 ,3583.063 ,0
1542,3583.063 ,3585.375 ,1
1543,3585.375 ,3587.688 ,1
1544,3587.688 ,3590.000 ,0
1545,3590.000 ,3592.313 ,0
1546,3592.313 ,3594.625 ,0
1547,3594.625 ,3596.938 ,1
1548,3596.938 ,3599.250 ,1
1549,3599.250 ,3601.563 ,1
1550,3601.563 ,3603.875 ,1
1551,3603.875 ,3606.188 ,1
1552,3606.188 ,3608.500 ,1
1553,3608.500 ,3610.813 ,0
1554,3610.813 ,3613.125 ,0
1555,3613.125 ,3615.438 ,0
1556,3615.438 ,3617.750 ,0
1557,3617.750 ,3620.063 ,0
1558,3620.063 ,3622.375 ,0
1559,3622.375 ,3624.688 ,0
1560,3624.688 ,3627.000 ,0
1561,3627.000 ,3629.313 ,0
1562,3629.313 ,3631.625 ,0
1563,3631.625 ,3633.938 ,0
1564,3633.938 ,3636.250 ,0
