123,954.25,8,0,0.0,945.0,963.5
124,972.75,8,2,25.0,963.5,982.0
125,991.25,8,2,25.0,982.0,1000.5
126,1009.75,8,3,37.5,1000.5,1019.0
127,1028.25,8,0,0.0,1019.0,1037.5
128,1046.75,8,0,0.0,1037.5,1056.0
129,1065.25,8,0,0.0,1056.0,1074.5
130,1083.75,8,1,12.5,1074.5,1093.0
131,1102.25,8,0,0.0,1093.0,1111.5
132,1120.75,8,0,0.0,1111.5,1130.0
133,1139.25,8,0,0.0,1130.0,1148.5
134,1157.75,8,0,0.0,1148.5,1167.0
135,1176.25,8,1,12.5,1167.0,1185.5
136,1194.75,8,3,37.5,1185.5,1204.0
137,1213.25,8,2,25.0,1204.0,1222.5
138,1231.75,8,0,0.0,1222.5,1241.0
139,1250.25,8,0,0.0,1241.0,1259.5
140,1268.75,8,2,25.0,1259.5,1278.0
141,1287.25,8,0,0.0,1278.0,1296.5
142,1305.75,8,0,0.0,1296.5,1315.0
143,1324.25,8,1,12.5,1315.0,1333.5
144,1342.75,8,1,12.5,1333.5,1352.0
145,1361.25,8,0,0.0,1352.0,1370.5
146,1379.75,8,1,12.5,1370.5,1389.0
147,1398.25,8,3,37.5,1389.0,1407.5
148,1416.75,8,0,0.0,1407.5,1426.0
149,1435.25,8,0,0.0,1426.0,1444.5
150,1453.75,8,0,0.0,1444.5,1463.0
151,1472.25,8,2,25.0,1463.0,1481.5
152,1490.75,8,1,12.5,1481.5,1500.0
153,1509.25,8,2,25.0,1500.0,1518.5
154,1527.75,8,0,0.0,1518.5,1537.0
155,1546.25,8,0,0.0,1537.0,1555.5
156,1564.75,8,0,0.0,1555.5,1574.0
157,1583.25,8,1,12.5,1574.0,1592.5
158,1601.75,8,4,50.0,1592.5,1611.0
159,1620.25,8,0,0.0,1611.0,1629.5
160,1638.75,8,0,0.0,1629.5,1648.0
161,1657.25,8,3,37.5,1648.0,1666.5
162,1675.75,8,1,12.5,1666.5,1685.0
163,1694.25,8,0,0.0,1685.0,1703.5
164,1712.75,8,0,0.0,1703.5,1722.0
165,1731.25,8,1,12.5,1722.0,1740.5
166,1749.75,8,0,0.0,1740.5,1759.0
167,1768.25,8,0,0.0,1759.0,1777.5
168,1786.75,8,2,25.0,1777.5,1796.0
169,1805.25,8,3,37.5,1796.0,1814.5
170,1823.75,8,1,12.5,1814.5,1833.0
171,1842.25,8,0,0.0,1833.0,1851.5
172,1860.75,8,0,0.0,1851.5,1870.0
173,1879.25,8,1,12.5,1870.0,1888.5
174,1897.75,8,0,0.0,1888.5,1907.0
175,1916.25,8,0,0.0,1907.0,1925.5
176,1934.75,8,0,0.0,1925.5,1944.0
177,1953.25,8,2,25.0,1944.0,1962.5
178,1971.75,8,0,0.0,1962.5,1981.0
179,1990.25,8,3,37.5,1981.0,1999.5
180,2008.75,8,3,37.5,1999.5,2018.0
181,2055.0,32,0,0.0,2018.0,2092.0
182,2129.0,32,0,0.0,2092.0,2166.0
183,2203.0,32,8,25.0,2166.0,2240.0
184,2277.0,32,4,12.5,2240.0,2314.0
185,2351.0,32,2,6.25,2314.0,2388.0
186,2425.0,32,5,15.625,2388.0,2462.0
187,2499.0,32,0,0.0,2462.0,2536.0
188,2573.0,32,8,25.0,2536.0,2610.0
189,2647.0,32,4,12.5,2610.0,2684.0
190,2721.0,32,4,12.5,2684.0,2758.0
191,2795.0,32,7,21.875,2758.0,2832.0
192,2869.0,32,2,6.25,2832.0,2906.0
193,2943.0,32,4,12.5,2906.0,2980.0
194,3017.0,32,7,21.875,2980.0,3054.0
195,3091.0,32,11,34.375,3054.0,3128.0
196,3165.0,32,9,28.125,3128.0,3202.0
197,3239.0,32,5,15.625,3202.0,3276.0
198,3313.0,32,8,25.0,3276.0,3350.0
199,3387.0,32,11,34.375,3350.0,3424.0
200,3461.0,32,7,21.875,3424.0,3498.0
201,3535.0,32,8,25.0,3498.0,3572.0
202,3905.0,288,79,27.430555555555557,3572.0,4238.0
203,4571.0,288,85,29.51388888888889,4238.0,4904.0
204,5237.0,288,80,27.77777777777778,4904.0,5570.0
205,5903.0,288,71,24.65277777777778,5570.0,6236.0
206,6569.0,288,90,31.25,6236.0,6902.0
207,7235.0,288,72,25.0,6902.0,7568.0
208,7901.0,288,72,25.0,7568.0,8234.0
209,8567.0,288,73,25.34722222222222,8234.0,8900.0
210,9233.0,288,76,26.38888888888889,8900.0,9566.0
211,9899.0,288,55,19.09722222222222,9566.0,10232.0
212,10565.0,288,50,17.36111111111111,10232.0,10898.0
213,11231.0,288,54,18.75,10898.0,11564.0
214,11897.0,288,50,17.36111111111111,11564.0,12230.0
215,12563.0,288,41,14.23611111111111,12230.0,12896.0
216,13229.0,288,34,11.805555555555555,12896.0,13562.0
217,13895.0,288,40,13.88888888888889,13562.0,14228.0
218,14561.0,288,29,10.069444444444445,14228.0,14894.0
219,15227.0,288,20,6.944444444444445,14894.0,15560.0
220,15893.0,288,21,7.291666666666667,15560.0,16226.0
221,16559.0,288,12,4.166666666666666,16226.0,16892.0
222,17225.0,288,13,4.513888888888888,16892.0,17558.0
223,17891.0,288,15,5.208333333333334,17558.0,18224.0
224,18557.0,288,8,2.7777777777777777,18224.0,18890.0
225,19223.0,288,21,7.291666666666667,18890.0,19556.0
226,19889.0,288,21,7.291666666666667,19556.0,20222.0
227,20555.0,288,11,3.8194444444444446,20222.0,20888.0
228,21221.0,288,12,4.166666666666666,20888.0,21554.0
229,21887.0,288,10,3.4722222222222223,21554.0,22220.0
230,22553.0,288,9,3.125,22220.0,22886.0
231,23219.0,288,11,3.8194444444444446,22886.0,23552.0
232,23885.0,288,14,4.861111111111112,23552.0,24218.0
233,24551.0,288,10,3.4722222222222223,24218.0,24884.0
234,25217.0,288,13,4.513888888888888,24884.0,25550.0
235,25883.0,288,16,5.555555555555555,25550.0,26216.0
236,26660.0,384,13,3.3854166666666665,26216.0,27104.0
237,27548.0,384,13,3.3854166666666665,27104.0,27992.0
238,28436.0,384,17,4.427083333333334,27992.0,28880.0
239,29324.0,384,14,3.6458333333333335,28880.0,29768.0
240,30212.0,384,27,7.03125,29768.0,30656.0
241,31100.0,384,14,3.6458333333333335,30656.0,31544.0
242,31988.0,384,14,3.6458333333333335,31544.0,32432.0
243,32876.0,384,13,3.3854166666666665,32432.0,33320.0
244,33764.0,384,18,4.6875,33320.0,34208.0
245,34652.0,384,14,3.6458333333333335,34208.0,35096.0
246,35540.0,384,8,2.083333333333333,35096.0,35984.0
247,36428.0,384,13,3.3854166666666665,35984.0,36872.0
248,37316.0,384,14,3.6458333333333335,36872.0,37760.0
249,38204.0,384,14,3.6458333333333335,37760.0,38648.0
250,39092.0,384,13,3.3854166666666665,38648.0,39536.0
251,39980.0,384,20,5.208333333333334,39536.0,40424.0
252,40868.0,384,14,3.6458333333333335,40424.0,41312.0
253,41756.0,384,17,4.427083333333334,41312.0,42200.0
254,42644.0,384,23,5.989583333333334,42200.0,43088.0
255,43532.0,384,28,7.291666666666667,43088.0,43976.0
256,44420.0,384,16,4.166666666666666,43976.0,44864.0
